city,num_of_rooms,num_of_bathrooms,furnished,size_in_m2,floor,age,rental_type,rental_price
Muscat,Three,Three,Not furnished,100,Second floor,One to five years,Monthly,130
Dhofar,Two,Two,Fully furnished,80,First floor,One to five years,Yearly,120
Muscat,Studio,One,Not furnished,100,First floor,Zero to eleven months,Monthly,140
Muscat,Studio,One,Not furnished,100,First floor,Zero to eleven months,Monthly,120
Muscat,Three,Two,Fully furnished,100,Ground floor,ten to nineteen years,Monthly,290
Muscat,One,One,Fully furnished,100,First floor,Zero to eleven months,Monthly,220
Muscat,Two,Two,Not furnished,500,Ground floor,Zero to eleven months,Monthly,300
Muscat,Two,Three,Not furnished,100,Fourth floor,One to five years,Yearly,200
Muscat,Two,Three,Partially furnished,180,Second floor,Six to nine years,Monthly,120
Muscat,Two,Three,Fully furnished,80,Second floor,One to five years,Monthly,170
Dhofar,Studio,One,Fully furnished,200,Basement floor,Zero to eleven months,Monthly,100
Dhofar,Three,Three,Fully furnished,120,Ground floor,One to five years,Monthly,180
Muscat,Two,Two,Fully furnished,66,First floor,One to five years,Monthly,35
Muscat,Four,Two,Fully furnished,400,Fourth floor,Zero to eleven months,Monthly,40
Muscat,Three,Three,Partially furnished,144,First floor,Six to nine years,Yearly,160
Al Batinah,Two,Two,Not furnished,120,First floor,One to five years,Yearly,100
Muscat,Two,Three,Not furnished,100,Second floor,One to five years,Yearly,150
Ad Dakhiliyah,One,One,Partially furnished,80,Third floor,One to five years,Yearly,50
Muscat,One,One,Fully furnished,150,Third floor,One to five years,Monthly,220
Muscat,Three,Three,Not furnished,135,Ground floor,One to five years,Yearly,340
Muscat,Three,Three,Not furnished,121,Ground floor,One to five years,Monthly,150
Muscat,Studio,One,Not furnished,100,First floor,Zero to eleven months,Monthly,115
Muscat,Three,Three,Not furnished,100,Second floor,One to five years,Yearly,200
Muscat,Studio,One,Not furnished,100,First floor,Zero to eleven months,Monthly,130
Muscat,Two,Two,Fully furnished,80,First floor,One to five years,Monthly,335
Ad Dakhiliyah,Three,Two,Fully furnished,70,First floor,Six to nine years,Yearly,140
Muscat,Two,Two,Not furnished,100,Fourth floor,One to five years,Yearly,200
Muscat,Two,Two,Not furnished,130,Fourth floor,One to five years,Yearly,220
Muscat,Three,Four,Not furnished,126,Third floor,One to five years,Yearly,285
Muscat,Three,Four,Not furnished,150,Ground floor,ten to nineteen years,Monthly,300
Muscat,Two,Two,Not furnished,100,First floor,One to five years,Yearly,145
Muscat,Three,Three,Not furnished,120,Second floor,One to five years,Yearly,140
Muscat,One,One,Fully furnished,120,Ground floor,One to five years,Monthly,240
Muscat,Two,Two,Fully furnished,80,First floor,Twenty years or more,Monthly,320
Muscat,Two,Two,Fully furnished,75,Second floor,One to five years,Monthly,300
Al Wusta,Two,Two,Fully furnished,600,Second floor,One to five years,Daily,30
Muscat,Studio,Two,Fully furnished,57,Fifth floor,One to five years,Monthly,260
Muscat,Studio,One,Fully furnished,90,Ground floor,Zero to eleven months,Monthly,250
Muscat,Four,Two,Partially furnished,130,First floor,ten to nineteen years,Monthly,160
Muscat,Two,Two,Fully furnished,130,Sixth floor and up,One to five years,Monthly,300
Muscat,Three,Two,Not furnished,110,First floor,ten to nineteen years,Monthly,140
Muscat,Two,Three,Not furnished,110,Sixth floor and up,Zero to eleven months,Monthly,330
Muscat,Two,Three,Not furnished,110,Sixth floor and up,Zero to eleven months,Monthly,330
Muscat,Two,Two,Partially furnished,120,Second floor,Six to nine years,Monthly,160
Al Batinah,Three,Three,Not furnished,300,First floor,Zero to eleven months,Monthly,160
Muscat,Three,Three,Not furnished,150,Ground floor,Zero to eleven months,Yearly,350
Muscat,Two,Two,Partially furnished,90,Sixth floor and up,One to five years,Monthly,310
Muscat,Two,Two,Fully furnished,95,Fifth floor,Zero to eleven months,Daily,50
Muscat,One,One,Fully furnished,110,Ground floor,Zero to eleven months,Monthly,250
Muscat,Studio,One,Partially furnished,75,Ground floor,One to five years,Monthly,160
Muscat,One,One,Fully furnished,85,Ground floor,One to five years,Monthly,250
Muscat,One,One,Partially furnished,100,First floor,Six to nine years,Monthly,150
Dhofar,Two,Two,Fully furnished,85,Fourth floor,One to five years,Monthly,130
Dhofar,Two,Two,Fully furnished,90,Second floor,One to five years,Monthly,100
Dhofar,Two,Two,Fully furnished,79,First floor,One to five years,Monthly,80
Muscat,Two,Two,Fully furnished,100,Basement floor,Zero to eleven months,Monthly,160
Muscat,Studio,One,Not furnished,60,Second floor,Zero to eleven months,Monthly,150
Dhofar,Two,Two,Fully furnished,60,Second floor,One to five years,Daily,16
Dhofar,Three,Two,Fully furnished,135,Ground floor,One to five years,Monthly,130
Muscat,One,Two,Partially furnished,70,Fourth floor,One to five years,Yearly,210
Al Batinah,Two,Two,Partially furnished,100,Ground floor,One to five years,Monthly,130
Muscat,One,One,Fully furnished,100,First floor,One to five years,Monthly,210
Muscat,Two,Two,Not furnished,200,Ground floor,One to five years,Monthly,50
Al Batinah,Three,Three,Not furnished,170,Ground floor,One to five years,Monthly,190
Muscat,Two,Two,Fully furnished,90,Sixth floor and up,One to five years,Monthly,228
Ad Dhahirah,Two,Two,Fully furnished,408,Second floor,Zero to eleven months,Monthly,150
Muscat,Three,Two,Fully furnished,150,Ground floor,ten to nineteen years,Monthly,170
Al Batinah,Two,Two,Fully furnished,100,Ground floor,One to five years,Monthly,85
Dhofar,Two,One,Fully furnished,600,Ground floor,ten to nineteen years,Monthly,100
Dhofar,Studio,One,Fully furnished,100,Ground floor,One to five years,Daily,10
Muscat,Three,Three,Not furnished,130,First floor,One to five years,Yearly,250
Muscat,Two,Two,Not furnished,80,Ground floor,One to five years,Monthly,170
Dhofar,Three,Four,Fully furnished,150,Fifth floor,One to five years,Yearly,220
Ad Dhahirah,Two,Two,Partially furnished,510,Second floor,One to five years,Monthly,90
Muscat,One,One,Not furnished,80,Ground floor,Twenty years or more,Monthly,160
Muscat,One,One,Fully furnished,111,Ground floor,Zero to eleven months,Monthly,11
Dhofar,Studio,One,Fully furnished,100,Second floor,Six to nine years,Yearly,140
Muscat,Three,Three,Not furnished,121,Ground floor,Zero to eleven months,Monthly,150
Muscat,One,One,Not furnished,60,Fifth floor,One to five years,Yearly,200
Muscat,Two,Two,Partially furnished,100,Ground floor,One to five years,Monthly,125
Muscat,Studio,One,Partially furnished,135,Ground floor,Zero to eleven months,Monthly,170
Muscat,Studio,Two,Not furnished,80,Second floor,One to five years,Yearly,110
Muscat,Two,Three,Not furnished,115,Ground floor,One to five years,Monthly,220
Ad Dakhiliyah,Two,Two,Not furnished,95,Ground floor,One to five years,Monthly,95
Ad Dakhiliyah,Four,Four,Fully furnished,170,Ground floor,One to five years,Daily,30
Ash Sharqiyah,Three,Three,Fully furnished,130,Ground floor,Zero to eleven months,Daily,25
Muscat,Two,Two,Fully furnished,90,First floor,Zero to eleven months,Monthly,350
Muscat,Two,Two,Fully furnished,85,First floor,One to five years,Daily,30
Dhofar,Two,Two,Not furnished,100,Ground floor,One to five years,Monthly,70
Muscat,Three,Three,Not furnished,300,First floor,ten to nineteen years,Yearly,300
Muscat,Studio,One,Partially furnished,75,Ground floor,One to five years,Monthly,170
Al Batinah,Two,Two,Not furnished,100,First floor,Six to nine years,Monthly,150
Muscat,Two,Two,Partially furnished,200,Second floor,One to five years,Yearly,130
Muscat,One,Two,Fully furnished,80,Sixth floor and up,Zero to eleven months,Daily,10
Dhofar,Two,Two,Fully furnished,90,First floor,One to five years,Monthly,100
Muscat,Three,Two,Not furnished,90,Ground floor,ten to nineteen years,Monthly,160
Al Batinah,Two,One,Not furnished,400,First floor,One to five years,Yearly,110
Muscat,Three,Three,Not furnished,115,Second floor,Six to nine years,Monthly,380
Muscat,Three,Three,Not furnished,120,Ground floor,Six to nine years,Monthly,140
Muscat,Two,Two,Partially furnished,150,Second floor,One to five years,Monthly,130
Muscat,Two,Three,Not furnished,100,First floor,One to five years,Yearly,240
Al Buraimi,One,One,Not furnished,654,First floor,Zero to eleven months,Monthly,55
Muscat,Three,Two,Not furnished,145,First floor,Six to nine years,Monthly,155
Muscat,Studio,One,Not furnished,60,Ground floor,Zero to eleven months,Monthly,170
Muscat,One,Two,Not furnished,100,Second floor,One to five years,Yearly,175
Al Batinah,Two,Two,Partially furnished,125,Ground floor,Zero to eleven months,Monthly,100
Muscat,Two,Two,Fully furnished,84,Sixth floor and up,One to five years,Daily,15
Muscat,Two,Two,Not furnished,101,Fourth floor,One to five years,Yearly,280
Muscat,Two,Three,Not furnished,150,Sixth floor and up,One to five years,Yearly,210
Dhofar,Two,Two,Fully furnished,74,Fifth floor,Six to nine years,Daily,15
Muscat,Two,Three,Not furnished,150,Second floor,One to five years,Yearly,240
Muscat,Two,Three,Not furnished,150,Second floor,One to five years,Yearly,240
Muscat,One,Two,Not furnished,150,Second floor,One to five years,Yearly,200
Muscat,Two,Three,Not furnished,150,Second floor,One to five years,Yearly,210
Muscat,One,Two,Not furnished,150,Second floor,One to five years,Yearly,170
Muscat,Two,Three,Not furnished,150,Second floor,One to five years,Yearly,230
Muscat,One,Two,Not furnished,150,Second floor,One to five years,Yearly,180
Muscat,One,Two,Not furnished,150,Second floor,One to five years,Yearly,150
Muscat,One,Two,Not furnished,150,First floor,One to five years,Yearly,150
Muscat,Two,Three,Not furnished,150,Third floor,One to five years,Yearly,240
Muscat,Three,Four,Not furnished,150,Third floor,One to five years,Yearly,250
Muscat,Two,Three,Not furnished,150,Second floor,One to five years,Yearly,170
Muscat,One,Two,Not furnished,150,Second floor,One to five years,Yearly,150
Muscat,Two,Three,Not furnished,150,Second floor,One to five years,Yearly,240
Muscat,One,Two,Not furnished,150,First floor,One to five years,Yearly,170
Muscat,Two,Two,Not furnished,150,Second floor,One to five years,Yearly,250
Muscat,Three,Three,Partially furnished,100,Third floor,Six to nine years,Yearly,180
Muscat,Two,Two,Not furnished,150,First floor,One to five years,Yearly,270
Muscat,Three,Three,Not furnished,150,Sixth floor and up,One to five years,Yearly,320
Muscat,Three,Three,Not furnished,120,First floor,One to five years,Monthly,320
Muscat,One,Two,Fully furnished,120,Second floor,One to five years,Monthly,230
Ad Dakhiliyah,Two,Two,Not furnished,85,Ground floor,One to five years,Monthly,150
Dhofar,Three,One,Fully furnished,130,Third floor,Six to nine years,Daily,15
Muscat,Six or more,Five or more,Partially furnished,777,Sixth floor and up,Zero to eleven months,Monthly,250
Muscat,Two,Three,Not furnished,100,First floor,One to five years,Monthly,240
Dhofar,Three,Two,Fully furnished,222,Second floor,One to five years,Daily,10
Dhofar,Two,One,Fully furnished,90,Ground floor,Six to nine years,Daily,12
Muscat,Two,Three,Fully furnished,110,First floor,Zero to eleven months,Daily,16
Muscat,Two,Three,Partially furnished,160,Second floor,ten to nineteen years,Yearly,230
Muscat,Two,Two,Not furnished,110,Second floor,One to five years,Monthly,280
Muscat,Three,Three,Not furnished,117,Ground floor,One to five years,Monthly,220
Muscat,Two,Two,Not furnished,100,Second floor,One to five years,Monthly,150
Muscat,Two,Three,Not furnished,120,Second floor,One to five years,Monthly,130
Dhofar,Two,Two,Fully furnished,140,Ground floor,ten to nineteen years,Yearly,100
Dhofar,Two,Two,Fully furnished,160,First floor,One to five years,Monthly,120
Dhofar,Three,Four,Fully furnished,300,First floor,Six to nine years,Daily,20
Muscat,One,One,Not furnished,80,First floor,One to five years,Yearly,215
Muscat,One,One,Fully furnished,150,Third floor,One to five years,Monthly,220
Muscat,Two,Two,Not furnished,250,Second floor,Six to nine years,Yearly,200
Muscat,Two,One,Not furnished,75,Second floor,One to five years,Monthly,120
Muscat,Two,Two,Not furnished,125,First floor,One to five years,Yearly,230
Muscat,Two,Two,Not furnished,100,Second floor,One to five years,Yearly,220
Muscat,Two,Three,Not furnished,89,First floor,Zero to eleven months,Yearly,250
Muscat,Two,Three,Not furnished,89,First floor,Zero to eleven months,Yearly,250
Dhofar,Three,Three,Fully furnished,130,Ground floor,One to five years,Yearly,160
Muscat,Two,Two,Fully furnished,90,Fourth floor,One to five years,Monthly,20
Dhofar,Two,Two,Fully furnished,175,Sixth floor and up,Zero to eleven months,Monthly,100
Dhofar,Two,Two,Fully furnished,120,Ground floor,One to five years,Monthly,110
Muscat,Two,Two,Not furnished,120,Sixth floor and up,One to five years,Monthly,275
Muscat,Three,Three,Partially furnished,111,Third floor,One to five years,Monthly,200
Muscat,Two,Three,Not furnished,100,First floor,Zero to eleven months,Yearly,230
Muscat,Two,Three,Not furnished,102,First floor,One to five years,Yearly,270
Muscat,Two,Three,Not furnished,125,Third floor,One to five years,Yearly,290
Muscat,Two,Two,Not furnished,125,Fifth floor,One to five years,Yearly,230
Al Batinah,Three,Two,Not furnished,100,Second floor,One to five years,Monthly,80
Muscat,Two,Two,Not furnished,90,Third floor,ten to nineteen years,Monthly,180
Muscat,One,One,Fully furnished,150,Ground floor,One to five years,Monthly,230
Muscat,One,Two,Fully furnished,80,First floor,Twenty years or more,Yearly,320
Muscat,Three,Three,Not furnished,250,Second floor,One to five years,Yearly,230
Muscat,Two,Two,Not furnished,100,Fifth floor,One to five years,Yearly,300
Muscat,Two,Two,Not furnished,100,First floor,Six to nine years,Yearly,240
Muscat,Two,Three,Not furnished,140,Fifth floor,One to five years,Yearly,375
Muscat,Two,Three,Not furnished,120,Fifth floor,One to five years,Yearly,275
Muscat,Two,Three,Not furnished,120,Third floor,One to five years,Yearly,325
Muscat,One,Two,Not furnished,100,Basement floor,Six to nine years,Yearly,215
Ad Dakhiliyah,Two,Two,Not furnished,94,Fourth floor,One to five years,Monthly,130
Muscat,Three,Three,Fully furnished,71,Third floor,Six to nine years,Monthly,235
Muscat,Two,Two,Not furnished,140,Second floor,Six to nine years,Yearly,450
Muscat,Two,Two,Not furnished,100,First floor,Six to nine years,Yearly,210
Muscat,Two,Two,Not furnished,110,First floor,Six to nine years,Yearly,350
Muscat,Two,Two,Not furnished,100,Third floor,Six to nine years,Yearly,275
Muscat,Two,Two,Not furnished,110,Fourth floor,One to five years,Yearly,325
Muscat,One,Two,Not furnished,99,First floor,Six to nine years,Yearly,185
Muscat,Three,Three,Not furnished,250,First floor,One to five years,Yearly,250
Muscat,Two,Two,Not furnished,50,First floor,One to five years,Yearly,230
Muscat,Two,Two,Not furnished,50,First floor,One to five years,Yearly,160
Al Batinah,Two,Two,Partially furnished,55,Basement floor,One to five years,Yearly,120
Muscat,Two,Two,Not furnished,50,First floor,One to five years,Yearly,220
Muscat,Two,Two,Not furnished,120,First floor,One to five years,Yearly,300
Al Batinah,Two,Two,Not furnished,300,Second floor,One to five years,Monthly,100
Al Batinah,Two,Two,Partially furnished,85,First floor,One to five years,Yearly,100
Muscat,Two,Two,Not furnished,50,First floor,One to five years,Yearly,180
Muscat,Four,Three,Not furnished,200,Fifth floor,One to five years,Monthly,400
Muscat,Two,Two,Not furnished,75,Second floor,Zero to eleven months,Monthly,200
Muscat,Three,Two,Not furnished,250,Second floor,One to five years,Yearly,200
Muscat,Three,Four,Partially furnished,300,First floor,Six to nine years,Yearly,270
Dhofar,Two,Three,Fully furnished,120,First floor,Zero to eleven months,Monthly,200
Muscat,Three,Two,Not furnished,104,First floor,One to five years,Yearly,155
Muscat,Three,Two,Not furnished,104,First floor,One to five years,Yearly,155
Muscat,Three,Two,Not furnished,104,First floor,One to five years,Yearly,155
Al Batinah,One,Two,Not furnished,200,First floor,One to five years,Monthly,120
Muscat,Two,Two,Not furnished,100,First floor,Six to nine years,Monthly,170
